[weather.met.weather]
latitude = -37.65  (DECIMAL DEGREES)
longitude = 142.05  (DECIMAL DEGREES)
tav = 13.40 (oC) ! Annual average ambient temperature. Based on 1 Jan 1959 to 2023.
amp = 11.74 (oC) ! Annual amplitude in mean monthly temperature. Based on 1 Jan 1959 to 2023.
! Evap is from synthetic pan
year  day radn  maxt   mint  rain  vp    evap   code
1969 314   21.1  16.9   3.7   0.2  10.5    3.8 999999
1969 315   23.5  16.9   5.1   0.7   9.4    4.3 999999
1969 316   27.3  21.7   8.3   0.0  12.3    5.2 999999
1969 317   26.7  25.0   7.7   0.0  12.5    5.7 999999
1969 318   17.1  22.6   9.5   0.0  14.3    3.9 999999
1969 319   14.9  22.6  13.0   1.5  15.4    3.6 999999
1969 320   15.7  21.3   7.6   0.0  14.3    3.4 999999
1969 321    9.0  15.9  12.1   0.9  14.3    1.9 999999
1969 322    9.4  12.1   7.2  12.0  10.1    2.0 999999
1969 323   13.6  13.8   8.1   7.8  11.0    2.5 999999
1969 324   17.2  15.8   7.9   2.0   9.0    3.5 999999
1969 325   28.2  18.0   7.1   0.3   9.3    5.1 999999
1969 326   27.1  25.1   5.6   0.0  10.3    6.1 999999
1969 327   30.2  32.1  10.8   0.0   7.2    9.0 999999
1969 328   24.5  20.4  12.0   0.0  12.9    4.6 999999
1969 329   28.9  20.0   4.1   0.0  10.7    5.2 999999
1969 330   18.6  18.0   4.8   0.0  10.8    3.7 999999
1969 331   21.3  14.8   5.7   1.3  10.0    3.7 999999
1969 332   17.5  15.6   7.1   2.0   8.6    3.6 999999
1969 333   19.5  19.1   8.6   0.9  12.1    3.8 999999
1969 334   13.0  20.1   4.4   0.0  12.3    3.1 999999
1969 335   15.6  17.0   7.4   0.3  12.0    3.5 999999
1969 336   17.3  14.7   5.4  11.3  10.2    3.6 999999
1969 337    9.0  14.8   4.1   5.1  11.0    2.4 999999
1969 338   18.2  17.6   8.8   0.2  10.2    4.2 999999
1969 339   19.9  17.4   6.1   0.0  10.7    4.3 999999
1969 340   12.1  15.8   8.3   0.5  12.2    2.9 999999
1969 341   12.6  14.6   7.5   1.2  10.2    3.0 999999
1969 342   13.6  18.2   7.7   0.7  10.5    3.6 999999
1969 343   29.8  27.0   4.8   1.2  12.4    7.0 999999
1969 344    8.2  23.0  14.8   0.0  10.5    3.9 999999
1969 345   27.6  29.7  15.2   6.6  16.5    7.1 999999
1969 346   18.8  21.2  11.4   0.0  13.4    4.4 999999
1969 347    9.8  17.7  12.0   4.5  14.8    2.5 999999
1969 348   13.5  16.9   9.8   1.4  12.6    3.2 999999
1969 349   27.6  19.3   8.9   0.3  10.6    5.7 999999
1969 350   31.0  26.7   9.5   0.0  12.3    7.2 999999
1969 351   28.7  31.7   8.1   0.0  13.6    8.0 999999
1969 352   12.2  20.5  11.0   0.0  13.0    3.5 999999
1969 353   17.2  20.7   8.7   0.0  11.6    4.3 999999
1969 354   25.6  19.2   6.7   0.1   8.2    5.7 999999
1969 355   30.4  24.6   6.0   0.3  10.0    7.0 999999
1969 356   16.7  22.2  11.3   0.3  14.8    4.1 999999
1969 357   21.9  15.9   7.2   0.6   9.9    4.5 999999
1969 358   11.7  15.9   6.2   8.5  10.5    3.0 999999
1969 359   29.2  20.3   8.9   2.7   9.9    6.1 999999
1969 360   32.2  26.8   4.7   0.0  12.1    7.3 999999
1969 361   30.8  30.5   8.9   0.0  13.1    8.0 999999
1969 362   32.4  35.7  10.2   0.0  13.9    9.7 999999
1969 363   21.9  16.0  12.8   0.2  13.1    4.2 999999
1969 364   12.0  15.9   5.8   0.6   8.8    3.3 999999
1969 365    9.1  16.6   5.8   0.8   9.2    2.9 999999
1970   1   17.2  17.3   6.8  17.7  12.0    4.1 999999
1970   2    7.9  14.5   9.9   3.8  12.1    2.6 999999
1970   3   12.6  19.0   9.9  26.8  15.2    3.4 999999
1970   4   10.1  17.3  10.4   2.9  14.6    2.9 999999
1970   5    9.1  17.3  11.8   1.9  14.4    2.8 999999
1970   6   13.1  20.2  11.8   0.5  13.9    3.8 999999
1970   7   24.9  27.8  12.0   0.0  15.2    6.6 999999
1970   8   26.8  32.9  13.6   0.0  16.6    8.0 999999
1970   9   13.1  27.6  16.8   2.3  15.2    5.1 999999
1970  10   18.6  28.1  17.3   5.2  18.8    5.5 999999
1970  11   20.2  22.8  12.8   0.6  11.0    5.6 999999
1970  12   23.6  18.9  10.4   5.8  13.1    5.2 999999
1970  13   21.2  21.1   8.6   0.9  12.2    5.2 999999
1970  14   19.6  23.5  10.7   0.6  13.1    5.3 999999
1970  15   31.0  30.4  10.0   0.0  15.0    8.0 999999
1970  16   28.2  32.4  12.8   0.0  15.2    8.2 999999
1970  17   18.6  21.7  15.1   0.3  13.9    4.9 999999
1970  18   27.3  23.5   5.9   0.1  11.9    6.4 999999
1970  19   22.7  24.2   9.7   0.0  12.8    5.9 999999
1970  20   21.9  21.3   7.9   0.0  10.8    5.5 999999
1970  21   25.5  20.8   7.7   0.0  10.9    5.9 999999
1970  22   28.2  30.9   4.4   0.0  11.6    8.1 999999
1970  23   16.4  31.5  16.0   0.0  11.2    6.9 999999
1970  24   22.9  21.1   8.7   0.0  11.8    5.5 999999
1970  25   28.3  22.9   6.3   0.0  10.3    6.7 999999
1970  26   27.8  24.7   6.0   0.0  11.8    6.7 999999
1970  27   28.2  23.2   7.3   0.0  11.9    6.5 999999
1970  28   29.9  29.5   8.6   0.0  11.9    8.0 999999
1970  29   29.4  34.9  10.5   0.0  15.1    9.0 999999
1970  30   22.7  33.9  12.4   0.0  15.9    7.7 999999
1970  31   12.3  24.2  15.0   0.0  15.8    4.2 999999
1970  32   27.2  21.2  11.1   0.0   9.6    6.3 999999
1970  33   27.6  28.1   9.6   0.0  14.5    7.0 999999
1970  34   20.2  30.7  11.5   0.0  15.6    6.6 999999
1970  35   19.3  30.6   8.0   0.0  14.4    6.5 999999
1970  36   27.3  36.1   9.7   0.0  14.8    9.0 999999
1970  37   19.5  30.9  16.2   0.0  12.4    7.1 999999
1970  38   25.9  32.2  14.1   0.0  12.5    8.2 999999
1970  39   27.7  40.6  14.5   0.0  17.9   10.4 999999
1970  40   11.5  32.7  21.6   0.3  17.2    6.2 999999
1970  41   25.5  25.8  13.5   0.3  11.8    6.7 999999
1970  42   24.5  30.6   9.3   0.0  13.5    7.3 999999
1970  43   26.9  24.6  11.3   0.0  11.3    6.6 999999
1970  44   23.0  30.3   9.6   0.0  12.4    7.2 999999
1970  45   27.1  33.5  11.4   0.0  14.7    8.3 999999
1970  46   15.8  21.9  12.8   0.0  12.8    4.7 999999
1970  47   23.5  20.3   8.2   0.6  12.2    5.3 999999
1970  48   26.3  25.4   5.9   0.0   9.7    6.8 999999
1970  49   20.1  24.8  13.0   0.0  10.0    6.1 999999
1970  50   15.3  20.3   8.4   0.0  13.9    4.1 999999
1970  51   20.4  19.6   6.0   1.8  10.2    5.1 999999
1970  52   20.3  22.5   7.8   0.0  12.5    5.2 999999
1970  53   17.3  21.5   6.9   0.4  13.8    4.5 999999
1970  54   22.1  22.7   7.8   0.0  14.7    5.2 999999
1970  55   25.6  27.6   5.7   0.0  11.8    6.9 999999
1970  56   18.8  27.2  11.5   0.0  15.1    5.7 999999
1970  57   20.0  26.2   9.8   0.0  13.1    5.8 999999
1970  58   20.2  23.2  12.3   0.0  14.3    5.2 999999
1970  59   20.7  24.0  11.0   0.0  12.5    5.6 999999
1970  60   25.4  31.3  10.4   0.0  11.8    7.3 999999
1970  61   25.4  32.6  10.7   0.0  11.5    7.7 999999
1970  62   24.6  33.2  12.3   0.0  13.0    7.6 999999
1970  63   14.5  32.4  15.1   0.0  10.5    6.8 999999
1970  64    6.4  16.0  11.4   6.2  13.4    2.1 999999
1970  65   13.9  18.7   9.3   0.1   8.8    3.9 999999
1970  66   20.6  22.8  10.8   0.0  13.6    4.6 999999
1970  67   15.0  24.1   8.3   0.0  12.6    4.3 999999
1970  68   21.4  24.4   8.7   0.1  13.4    5.0 999999
1970  69   14.2  19.5   8.7   0.0  12.4    3.5 999999
1970  70   18.9  15.8   6.6   3.4   9.4    3.9 999999
1970  71   15.4  19.7   6.2   5.7  12.0    3.6 999999
1970  72   13.8  20.1  10.0   1.1  13.3    3.5 999999
1970  73   21.9  24.0   8.7   0.0  11.2    5.2 999999
1970  74   10.6  28.2   8.6   0.0  13.6    4.6 999999
1970  75   17.9  28.6  13.0   0.0  17.9    5.0 999999
1970  76   14.8  31.1  14.3   0.0  15.0    5.8 999999
1970  77   17.0  29.4  13.1   0.0  15.5    5.4 999999
1970  78   11.5  21.4   8.6   0.0  12.7    3.5 999999
1970  79   14.8  18.6   9.8  18.4  13.9    3.2 999999
1970  80    5.1  16.0  11.3  18.3  16.2    1.6 999999
1970  81   11.5  19.2  11.8   4.2  16.1    2.7 999999
1970  82   12.2  20.3  13.6   1.8  16.7    3.0 999999
1970  83   17.7  21.4  12.9   0.0  12.1    4.3 999999
1970  84   18.0  25.5   7.7   0.0  12.9    4.9 999999
1970  85   19.7  24.2   6.5   0.0  13.3    4.7 999999
1970  86   16.2  22.0   8.9   0.0  14.1    3.9 999999
1970  87    9.6  17.3   8.5   0.8  13.4    2.5 999999
1970  88   17.1  15.4   5.6   1.3   9.8    3.5 999999
1970  89   15.2  17.4   3.8   3.9  10.1    3.5 999999
1970  90   18.1  19.8   2.3   0.0   9.9    4.2 999999
1970  91   16.3  23.4   4.4   0.0  10.9    3.8 999999
1970  92    6.0  17.7  11.7   1.5  10.8    2.3 999999
1970  93   14.6  15.9   4.4   1.9  10.2    2.5 999999
1970  94   10.3  18.0   7.6   0.4  12.8    2.2 999999
1970  95   10.3  19.1  11.8   0.6  14.0    2.3 999999
1970  96   13.7  20.4   8.6   0.1  13.8    2.7 999999
1970  97    6.6  16.1   7.8   2.2  12.2    1.7 999999
1970  98   15.1  18.7   7.1   0.0   9.1    3.2 999999
1970  99   12.1  20.8   9.6   0.0  12.6    2.8 999999
1970 100   15.6  23.8   7.5   0.0  12.6    3.6 999999
1970 101   12.6  19.5   7.9   5.8  13.2    2.5 999999
1970 102   13.9  21.2   9.6   1.0  13.7    2.9 999999
1970 103   15.5  19.8   4.8   0.0  12.1    2.9 999999
1970 104   16.2  21.5   4.7   0.0  12.3    3.2 999999
1970 105   16.6  25.0   5.5   0.0  11.7    4.0 999999
1970 106   16.2  27.9   8.0   0.0  11.7    4.8 999999
1970 107   15.6  27.5  12.6   0.0  11.1    4.9 999999
1970 108   12.0  28.1  13.7   0.0  10.3    5.0 999999
1970 109    4.5  18.2  15.2   0.4  15.1    1.7 999999
1970 110    7.3  23.1  13.0   0.9  17.1    2.4 999999
1970 111   12.0  24.6  15.1   0.0  15.9    3.3 999999
1970 112    8.9  18.4  12.3  20.6  15.2    1.9 999999
1970 113   12.3  17.1   8.2   0.0  11.6    2.4 999999
1970 114    7.4  16.6   7.6   0.2  11.8    1.9 999999
1970 115   11.1  15.2   9.0   7.3  12.0    2.0 999999
1970 116    9.2  14.8   5.5   4.7   9.9    2.0 999999
1970 117    4.1  14.9   7.0  14.4  13.9    1.1 999999
1970 118   12.0  14.4   4.3  11.6   9.1    2.3 999999
1970 119    4.6  16.6   7.1   0.2  14.2    1.3 999999
1970 120   10.6  18.9  10.6   1.3  11.4    2.6 999999
1970 121   10.9  19.4  10.9   0.0  12.9    2.0 999999
1970 122    3.8  12.8  11.1   5.5  12.7    1.0 999999
1970 123    9.1  14.4   6.6   8.1  10.7    1.4 999999
1970 124    6.9  14.5   8.9   1.5  11.9    1.3 999999
1970 125    6.8  14.9   9.6   1.3  12.5    1.3 999999
1970 126    8.9  11.6   3.0   6.2   8.0    1.5 999999
1970 127    8.5  13.6   4.8   3.5  12.0    1.1 999999
1970 128    6.6  14.4   7.3   0.1  11.1    1.4 999999
1970 129   11.8  15.0   3.5   0.0   8.9    1.8 999999
1970 130    3.8  12.9   5.7   1.4   9.9    1.3 999999
1970 131    7.8  17.0   8.1   2.3  13.1    1.4 999999
1970 132    9.9  19.2   5.0   0.3   9.9    2.2 999999
1970 133    8.6  16.8   6.4   0.0  10.4    1.8 999999
1970 134    3.9  15.1  10.8   0.9  12.9    1.2 999999
1970 135    8.9  14.6   6.3   1.8  10.3    1.5 999999
1970 136    7.7  11.6   4.4   3.4   8.9    1.3 999999
1970 137    8.2  12.4   4.5   8.5   8.9    1.4 999999
1970 138    6.6  13.4   5.5   0.6  10.7    1.3 999999
1970 139    3.9  12.6   7.8   0.3  11.2    1.1 999999
1970 140    8.9  11.4   5.8   2.6   8.7    1.4 999999
1970 141    7.2  13.3   5.5   0.7   9.8    1.4 999999
1970 142    5.4  12.6   5.9   0.6  11.0    1.1 999999
1970 143    3.4  11.9   8.0   0.0   9.5    1.3 999999
1970 144    3.0  11.0   7.2   0.0   8.9    1.3 999999
1970 145    4.0  11.9   5.3   0.0   9.3    1.3 999999
1970 146    5.0  13.2   6.1   0.0  10.5    1.3 999999
1970 147    6.9  13.4   0.7   0.0   7.7    1.6 999999
1970 148    8.1  13.3   0.3   0.0   7.6    1.6 999999
1970 149    6.8  13.9   2.6   0.0  10.0    1.4 999999
1970 150    7.2  14.6   5.8   0.0  11.2    1.3 999999
1970 151    9.9  14.3   6.5   0.0  10.5    1.5 999999
1970 152    8.9  16.5   4.7   0.0   9.6    1.4 999999
1970 153    7.2  15.0   4.8   0.0  10.5    1.1 999999
1970 154    5.9  14.5   7.3   1.0  10.2    1.2 999999
1970 155    6.8  14.6   4.2   1.3   8.5    1.3 999999
1970 156    6.7  13.3   4.5   0.1   9.8    1.1 999999
1970 157    7.1  13.2   3.3   0.3   9.1    1.1 999999
1970 158    7.9  13.3   4.2   0.0   9.1    1.1 999999
1970 159   10.3  13.4   0.0   0.0   6.5    1.3 999999
1970 160    5.8  12.5   1.8   0.0   8.1    1.2 999999
1970 161    3.5  10.9   5.5   2.9   9.5    1.0 999999
1970 162    6.4  13.1   0.4   2.3   7.4    1.3 999999
1970 163    8.5  12.5   2.4   0.0   9.0    1.1 999999
1970 164    7.2  14.8   5.1   3.2  11.2    1.1 999999
1970 165    6.5  13.8   6.9   3.6  11.0    1.0 999999
1970 166    3.5  12.3   8.1   5.3   9.4    1.1 999999
1970 167    6.1  12.2   4.2  12.8  10.3    0.9 999999
1970 168    5.2  12.0   6.4   1.9   9.5    1.1 999999
1970 169    3.8   9.0   1.4   0.1   8.8    0.9 999999
1970 170    6.4  12.8   5.8   1.6   9.7    1.1 999999
1970 171    4.5  12.7   6.9   2.7   9.5    1.1 999999
1970 172    8.0  13.6   6.2   0.0   8.4    1.3 999999
1970 173    3.5  11.5   2.0   0.2  10.2    0.9 999999
1970 174    5.1  11.5   3.7   0.6   7.6    1.2 999999
1970 175    3.9  12.7   5.4   0.0   8.5    1.2 999999
1970 176    6.0  13.5   7.8   0.0   8.0    1.3 999999
1970 177    5.3  12.5   7.7   0.6   8.8    1.2 999999
1970 178    6.9  12.6   6.6   9.3  10.1    1.0 999999
1970 179    6.5  14.7   7.3   2.1  10.0    1.2 999999
1970 180    8.3  14.4   6.1   4.2  10.7    1.1 999999
1970 181    7.6  14.1   8.3   3.6  10.9    1.1 999999
1970 182    7.4  11.8   7.4   3.7   9.8    1.2 999999
1970 183    6.6  11.2   3.9   1.9   8.4    1.2 999999
1970 184    7.0  12.2   4.8   0.2   8.1    1.4 999999
1970 185    2.8  11.9   6.8   6.4  11.1    0.9 999999
1970 186    7.0  14.0   7.8   5.1  11.8    1.1 999999
1970 187    3.8  12.8   7.7   1.0  11.6    1.0 999999
1970 188    5.1  14.8   9.3   0.6   9.8    1.5 999999
1970 189    6.9  12.3   7.6   0.0  10.0    1.2 999999
1970 190    6.5  10.7   3.4   2.7   7.9    1.2 999999
1970 191    7.3  10.3   2.8   3.2   8.3    1.1 999999
1970 192    6.3  10.8   3.2   1.3   8.6    1.1 999999
1970 193    4.4  10.3   3.7   1.8   8.5    1.1 999999
1970 194    4.9  12.1   5.8   0.4   8.9    1.2 999999
1970 195    9.3  11.2   4.9   0.0   7.9    1.4 999999
1970 196    8.5  12.5   4.5   0.3   7.5    1.5 999999
1970 197    7.9  12.8   5.2   1.9  10.6    1.1 999999
1970 198    3.7  12.7   5.3   1.5   9.8    1.1 999999
1970 199    8.3   9.6   4.1  11.0   8.1    1.2 999999
1970 200    7.9   9.8   0.9   3.6   6.5    1.3 999999
1970 201    6.7  12.7   1.6   3.5  10.6    1.0 999999
1970 202    5.1  12.6   6.6   0.7  10.0    1.2 999999
1970 203    6.1  12.6   7.4   4.3  11.1    1.1 999999
1970 204    5.5  13.6   6.0   0.1   9.6    1.3 999999
1970 205    4.1  13.9   7.8   8.5  10.0    1.3 999999
1970 206    8.3  12.5   7.9   1.3  11.2    1.1 999999
1970 207    9.9  13.1   4.9   6.9   9.6    1.3 999999
1970 208    8.1  13.6   5.0   0.8   9.6    1.3 999999
1970 209   10.8  14.3   5.3   0.0   9.3    1.5 999999
1970 210   11.3  14.7   4.3   0.2   9.2    1.5 999999
1970 211    8.8  14.0   5.5   0.0   6.6    1.8 999999
1970 212    3.2   8.9   0.8   3.2   7.3    1.1 999999
1970 213    8.1  14.0   2.0   3.3   9.4    1.7 999999
1970 214    8.6  13.0   5.1   8.4   8.7    1.8 999999
1970 215    7.8  13.2   5.3   6.1  10.2    1.5 999999
1970 216    6.3  10.3   1.2   3.5   7.4    1.5 999999
1970 217   10.0   9.9   2.9   2.0   7.5    1.6 999999
1970 218    8.2  11.1   4.6   2.0   9.4    1.4 999999
1970 219    7.9  10.2   3.6   1.1   8.6    1.4 999999
1970 220   10.1  12.3  -1.0   0.0   7.5    1.8 999999
1970 221    9.5  14.3   3.5   0.0   6.0    2.4 999999
1970 222    8.3  11.4   4.9   1.4   9.4    1.4 999999
1970 223   11.7  11.1   0.4   1.5   7.5    1.7 999999
1970 224    9.1  11.3   2.2   3.5   7.8    1.7 999999
1970 225    8.2  13.4   5.1   2.0  10.7    1.5 999999
1970 226    4.3   9.3   6.9   2.4  10.1    1.0 999999
1970 227    8.4  10.7  -0.6   2.4   7.0    1.7 999999
1970 228    9.3   8.3   0.8   8.4   6.5    1.6 999999
1970 229    9.0  11.2   1.3  12.3   9.7    1.3 999999
1970 230   12.3  13.1   6.7   4.4  10.7    1.6 999999
1970 231   10.4  13.1  -0.4   0.4   7.6    1.9 999999
1970 232   13.2  14.5   2.8   0.0   7.2    2.3 999999
1970 233   15.4  16.6   5.1   0.0   6.4    2.9 999999
1970 234    4.8  12.5   4.7   0.3   8.8    1.6 999999
1970 235   11.2  16.0   7.2   2.4  10.5    2.0 999999
1970 236   11.0  14.2   3.6   0.1   9.7    1.8 999999
1970 237   12.6  14.0   3.0   0.8   9.1    1.9 999999
1970 238    4.9  15.2   5.4   0.2  10.1    1.7 999999
1970 239    6.8  11.4   5.2  12.9   9.3    1.4 999999
1970 240   12.1  12.5   6.4  12.7  10.8    1.5 999999
1970 241   13.0  11.6   2.9  10.7   7.5    1.9 999999
1970 242    9.5   9.4   2.4   7.1   8.6    1.3 999999
1970 243   13.6  12.1   1.8   4.1   9.5    1.6 999999
1970 244   17.0  13.8  -0.5   0.5   8.4    2.6 999999
1970 245   15.8  15.4   2.1   0.0   8.1    2.9 999999
1970 246   17.4  17.5   7.4   0.0   9.2    3.3 999999
1970 247   14.4  13.8   3.7   2.3   9.2    2.4 999999
1970 248   14.2  13.2   6.9   5.9   9.7    2.3 999999
1970 249   10.5  13.5   6.3   0.3   9.4    2.1 999999
1970 250   10.5  16.7   7.5   1.2  11.0    2.4 999999
1970 251   11.4  21.3   8.8   1.7  10.9    3.4 999999
1970 252   11.8  10.4   6.4   2.4   8.4    2.0 999999
1970 253   11.2  11.4   2.8   1.5   8.8    1.9 999999
1970 254    8.7  12.4   5.7   1.6   8.2    2.1 999999
1970 255    6.6  12.3   7.5   0.0   8.7    1.9 999999
1970 256   10.1  13.6   7.4   0.0  10.0    2.0 999999
1970 257   10.7  16.2   7.6   1.6   9.5    2.6 999999
1970 258   13.7   9.8   1.8   7.4   7.1    2.1 999999
1970 259   10.3  12.3   2.0   3.8   8.6    2.0 999999
1970 260    9.2  12.9   6.2   0.7   8.6    2.1 999999
1970 261   11.6  12.2   6.6   1.9   8.9    2.1 999999
1970 262   14.4  11.1   1.2   0.0   6.5    2.5 999999
1970 263   16.1  15.4   1.8   0.0   6.8    3.1 999999
1970 264    5.6  12.9   5.4   0.0   7.9    2.0 999999
1970 265    5.5  12.6   7.8   5.6  10.8    1.5 999999
1970 266    6.9  11.6   7.5   3.9  10.3    1.5 999999
1970 267    9.2  12.1   5.4   0.4   9.5    1.8 999999
1970 268   15.1  11.7   2.6   0.3   6.9    2.5 999999
1970 269   14.7  14.2   0.5   0.0   6.8    2.8 999999
1970 270    6.1  13.1   5.3   0.1   8.1    2.0 999999
1970 271    6.8  13.2   7.5   0.7  10.7    1.6 999999
1970 272   13.0  15.2   4.7   1.0  10.1    2.4 999999
1970 273   11.9  15.1   2.1   0.8  10.0    2.2 999999
1970 274   16.0  17.8   6.5   6.8  10.4    3.3 999999
1970 275   16.5  17.3   9.8   0.0  11.7    3.1 999999
1970 276    7.7  17.2   5.3   0.0   9.4    2.7 999999
1970 277   18.4  25.8   9.3   2.5  13.2    4.9 999999
1970 278   18.4  18.7  12.6   0.0  11.1    3.8 999999
1970 279   22.7  20.3   7.4   0.0  11.8    4.1 999999
1970 280   13.1  22.2  12.0   0.0  10.6    4.1 999999
1970 281   14.5  14.1   7.6   0.2   9.7    2.8 999999
1970 282   18.9  16.4   5.5   1.9   9.8    3.4 999999
1970 283   18.3  19.6   2.7   0.1  10.1    3.8 999999
1970 284   18.6  18.5   6.7   0.0  11.1    3.5 999999
1970 285   13.7  15.7   5.8   0.0  10.4    2.8 999999
1970 286   14.8  13.8   7.3   1.1  11.6    2.4 999999
1970 287   19.9  12.1   2.5   7.4   8.1    3.0 999999
1970 288   19.4  15.3   0.3   0.4   7.6    3.5 999999
1970 289   15.1  18.9   3.1   0.0   8.3    3.7 999999
1970 290   15.3  16.0  11.7   0.3  12.2    2.8 999999
1970 291   26.2  18.1  -0.2   0.3   7.8    4.5 999999
1970 292    8.0  13.4   4.1   0.3  10.6    1.9 999999
1970 293   23.6  16.2   1.1   1.3   8.0    3.9 999999
1970 294   10.8  15.4   5.5   0.0  10.6    2.4 999999
1970 295   20.3  14.8   4.0   2.9   9.8    3.2 999999
1970 296   10.9  14.7   1.9   0.3   8.5    2.6 999999
1970 297   20.0  14.7   7.5   0.9  10.0    3.2 999999
1970 298   21.2  14.4   2.4   1.0   7.9    3.5 999999
1970 299   22.8  21.6   1.2   0.0   9.7    4.6 999999
1970 300   25.9  26.2   7.0   0.0   7.6    6.5 999999
1970 301   18.3  15.0  10.9   0.0  10.2    3.2 999999
1970 302   20.1  12.9   4.1   1.6   8.1    3.2 999999
1970 303   14.2  14.8   4.8   1.3  10.4    2.6 999999
1970 304   15.0  15.8   4.7   0.2  11.1    2.7 999999
1970 305   14.9  15.3   7.0   2.0   9.0    3.2 999999
1970 306   12.6  14.0   6.2   1.1   8.6    2.8 999999
1970 307   29.1  20.0   5.3   0.0   9.4    5.4 999999
1970 308   26.1  24.8   3.8   0.0   9.2    6.0 999999
1970 309   10.3  17.4  13.3   0.8  12.8    2.5 999999
1970 310   25.3  18.0   3.5   1.5   9.9    4.5 999999
1970 311   26.4  18.5   3.5   0.0  10.1    4.7 999999
1970 312   18.3  24.1  10.0   0.0  13.4    4.5 999999
1970 313   19.1  28.5  10.0   0.0  13.2    5.7 999999
1970 314    7.1  20.0  12.7   1.7  16.9    1.9 999999
1970 315    7.1  16.3  12.4  11.0  14.9    1.6 999999
1970 316    9.2  18.1  12.2   6.6  15.9    2.0 999999
1970 317   23.0  19.7   5.6   0.1   9.4    4.7 999999
1970 318    9.8  18.1   5.5   0.0  10.0    2.8 999999
1970 319    7.8  11.7   9.0  42.2  11.4    1.6 999999
1970 320   10.4  14.1   6.8  57.3   9.9    2.4 999999
1970 321   11.4  14.4   6.9   0.2   9.3    2.6 999999
1970 322   12.0  14.6   5.3   0.0   8.8    2.7 999999
1970 323   25.2  18.3   8.8   0.0   9.9    4.7 999999
1970 324   29.3  26.1   7.8   0.0  12.9    6.2 999999
1970 325   29.5  26.5  10.4   0.0  13.6    6.3 999999
1970 326   23.8  26.5  10.6   0.0  14.2    5.6 999999
1970 327   24.2  28.1  11.5   0.0  12.9    6.3 999999
1970 328   14.4  25.6  14.4   1.3  14.9    4.3 999999
1970 329   13.9  16.0  10.9   2.4  10.6    3.0 999999
1970 330   29.4  20.7   4.7   0.0   9.8    5.5 999999
1970 331   27.2  27.1   5.4   0.0  11.9    6.3 999999
1970 332   26.3  22.0  11.0   0.0  12.2    5.2 999999
1970 333   30.7  25.1   5.8   0.0  12.8    6.1 999999
1970 334   26.6  24.2   5.9   0.0  12.7    5.5 999999
1970 335   28.1  23.5  11.6   0.0  13.4    6.1 999999
1970 336   28.9  30.2   7.0   0.0  14.6    7.4 999999
1970 337   27.3  35.9  13.0   0.0  12.6    9.4 999999
1970 338    7.3  21.6  20.4   0.0  19.9    2.4 999999
1970 339   27.6  16.9   8.0  22.4  10.2    5.3 999999
1970 340   18.2  17.8   3.7   1.5   9.7    4.2 999999
1970 341   25.8  19.2   6.1   0.0   9.9    5.4 999999
1970 342   25.2  19.9   7.5   0.0  10.1    5.5 999999
1970 343   21.3  19.2  11.9   0.2  12.2    4.7 999999
1970 344    8.4  19.4  10.6   4.1  13.0    2.8 999999
1970 345   21.5  24.8  11.1   8.8  15.7    5.1 999999
1970 346   15.3  21.8  12.3   0.0  15.6    3.8 999999
1970 347   26.5  28.7  12.3   0.0  17.6    6.4 999999
1970 348   13.8  18.2  10.5   0.2  10.8    3.7 999999
1970 349   28.1  21.8   6.9   0.0  10.8    6.0 999999
1970 350   31.1  24.4   6.6   0.0  12.3    6.7 999999
1970 351   26.4  32.7   8.8   0.0  11.7    8.3 999999
1970 352   22.8  20.2  13.7   0.0  12.1    5.1 999999
1970 353   28.2  22.1   7.4   1.4  10.1    6.2 999999
1970 354   30.3  26.0   6.2   0.0  11.6    7.0 999999
1970 355   25.2  21.6   9.2   0.0  11.9    5.5 999999
1970 356   29.6  25.4   6.7   0.0  11.0    6.9 999999
1970 357   17.9  18.4   9.9   0.4  13.0    3.9 999999
1970 358   26.2  20.0   6.3   0.2   9.6    5.6 999999
1970 359   31.8  31.1   7.1   0.0  11.1    8.6 999999
1970 360   26.8  35.2  13.0   0.0  15.0    8.8 999999
1970 361   10.1  21.6  16.1   0.0  16.1    3.1 999999
1970 362   20.6  17.5  10.2   2.4  11.2    4.4 999999
1970 363   22.6  16.3   8.0  12.0  11.1    4.5 999999
1970 364   17.5  14.7   6.8   4.6  11.0    3.6 999999
1970 365    9.9  16.3   8.0  14.9  12.1    2.6 999999
1971   1   24.0  19.1  10.1   6.1  13.3    5.2 999999
1971   2   16.7  18.1   8.4   3.5  13.4    4.0 999999
1971   3   13.4  18.9  10.2   0.5  13.0    3.7 999999
1971   4   27.2  21.7  11.2   0.0  12.9    6.1 999999
1971   5   27.7  27.6  11.9   0.0  14.8    7.0 999999
1971   6   30.6  32.4  12.4   0.0  16.7    8.3 999999
1971   7   30.4  37.9  14.9   0.0  13.1   10.5 999999
1971   8   24.5  38.1  17.7   0.0   9.9   10.2 999999
1971   9   19.2  22.3  14.6   0.0  13.3    5.1 999999
1971  10   30.4  24.5   7.9   0.0  11.3    7.1 999999
1971  11   27.2  32.6   8.1   0.0  11.9    8.4 999999
1971  12   28.2  22.5  12.4   0.0  10.7    6.7 999999
1971  13   24.4  26.4   9.2   0.0  15.4    6.2 999999
1971  14   29.5  31.2  13.7   0.1  16.0    8.0 999999
